"Favor","Oppose","Neither","Undecided","No Opinion","poll_slug","survey_house","start_date","end_date","question_text","sample_subpopulation","observations","margin_of_error","mode","partisanship","partisan_affiliation"
39,55,NA,6,NA,"rasmussen-17674","Rasmussen","2013-07-07","2013-07-08","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
44,52,NA,NA,4,"gallup-17621","Gallup","2013-06-20","2013-06-24","Thanking about health care legislation now being considered by Congress, would you advise your member of Congress to vote for or against a healthcare bill this year, or do you not have an opinion?","Adults",2048,3,"Live Phone","Nonpartisan","None"
43,50,NA,7,NA,"rasmussen-17673","Rasmussen","2013-06-22","2013-06-23","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
40,55,NA,5,NA,"fox-17533","FOX","2013-06-09","2013-06-11","Based on what you know about the health care reform legislation beingconsidered right now, do you favor or oppose the plan?","Registered Voters",1019,3,"Live Phone","Nonpartisan","None"
39,53,NA,7,NA,"rasmussen-17672","Rasmussen","2013-06-08","2013-06-09","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
35,43,NA,23,NA,"kaiser-ff-17570","Kaiser FF","2013-06-04","2013-06-09","","Adults",1505,3,"Live Phone","Nonpartisan","None"
41,54,NA,5,NA,"rasmussen-17671","Rasmussen","2013-05-31","2013-06-01","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
43,51,NA,5,NA,"rasmussen-17670","Rasmussen","2013-05-17","2013-05-18","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
43,54,NA,3,NA,"cnn-17460","CNN","2013-05-17","2013-05-18","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",923,3,"Live Phone","Nonpartisan","None"
39,55,NA,6,NA,"rasmussen-17669","Rasmussen","2013-05-03","2013-05-04","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
43,49,NA,8,NA,"rasmussen-17668","Rasmussen","2013-04-27","2013-04-28","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
35,40,NA,24,NA,"kaiser-ff-17328","Kaiser FF","2013-04-15","2013-04-20","","Adults",1203,3,"Live Phone","Nonpartisan","None"
44,50,NA,6,NA,"rasmussen-17667","Rasmussen","2013-03-22","2013-03-23","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
37,40,NA,23,NA,"kaiser-ff-17177","Kaiser FF","2013-03-05","2013-03-10","","Adults",1204,3,"Live Phone","Nonpartisan","None"
45,48,NA,7,NA,"rasmussen-17666","Rasmussen","2013-03-08","2013-03-09","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
45,48,NA,8,NA,"rasmussen-17665","Rasmussen","2013-02-22","2013-02-23","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
36,42,NA,23,NA,"kaiser-ff-17083","Kaiser FF","2013-02-14","2013-02-19","","Adults",1209,3,"Live Phone","Nonpartisan","None"
46,49,NA,NA,NA,"rasmussen-17015","Rasmussen","2013-02-08","2013-02-09","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
45,51,NA,5,NA,"rasmussen-17664","Rasmussen","2013-01-25","2013-01-26","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
46,48,NA,NA,NA,"rasmussen-17014","Rasmussen","2013-01-11","2013-01-12","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
46,49,NA,4,NA,"rasmussen-17013","Rasmussen","2012-12-10","2012-12-11","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
42,51,NA,6,NA,"cnn-16740","CNN","2012-11-16","2012-11-18","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1023,3,"Live Phone","Nonpartisan","None"
48,45,NA,NA,7,"gallup-17620","Gallup","2012-11-15","2012-11-18","Thanking about health care legislation now being considered by Congress, would you advise your member of Congress to vote for or against a healthcare bill this year, or do you not have an opinion?","Adults",1015,4,"Live Phone","Nonpartisan","None"
43,39,NA,19,NA,"kaiser-ff-16709","Kaiser FF","2012-11-07","2012-11-10","","Adults",1223,3,"Live Phone","Nonpartisan","None"
38,43,NA,19,NA,"kaiser-ff-16381","Kaiser FF","2012-10-18","2012-10-23","","Adults",1215,3,"Live Phone","Nonpartisan","None"
45,40,NA,14,NA,"kaiser-ff-15363","Kaiser FF","2012-09-13","2012-09-19","","Adults",1534,3,"Live Phone","Nonpartisan","None"
42,46,NA,12,NA,"cbs-times-15036","CBS/Times","2012-09-08","2012-09-12","","Adults",1301,3,"Live Phone","Nonpartisan","None"
43,47,NA,10,NA,"resurgent-republic-r-14797","Resurgent Republic (R)","2012-08-16","2012-08-22","","Registered Voters",1000,3.1,"Live Phone","Pollster","Rep"
32,36,NA,1,32,"ap-gfk-web-15320","AP-GfK (web)","2012-08-03","2012-08-13","","Adults",1334,3.4,"Live Phone","Nonpartisan","None"
38,43,NA,19,NA,"kaiser-ff-15364","Kaiser FF","2012-08-07","2012-08-12","","Adults",1208,3,"Live Phone","Nonpartisan","None"
42,47,NA,NA,NA,"post-kaiser-14710","Post/Kaiser","2012-07-25","2012-08-05","","Adults",3130,2,"Live Phone","Nonpartisan","None"
38,44,NA,17,NA,"kaiser-ff-15365","Kaiser FF","2012-07-17","2012-07-23","","Adults",1227,3,"Live Phone","Nonpartisan","None"
40,44,NA,1,15,"nbc-wsj-14436","NBC/WSJ","2012-07-18","2012-07-22","From what you have heard about Barack Obama's health care plan, do you think his plan is a good idea or a bad idea? If you do not have an opinion either way, please just say so.","Registered Voters",1000,3.1,"Live Phone","Nonpartisan","None"
36,50,NA,14,NA,"cbs-times-14382","CBS/Times","2012-07-11","2012-07-16","","Adults",1089,3,"Live Phone","Nonpartisan","None"
47,46,NA,NA,NA,"npr-14390","NPR","2012-07-09","2012-07-12","As you may have heard, President Obama and the Democrats in Congress are preparing a plan to change the health care system. From what you have heard about this plan, do you favor or oppose Obama and the Democrats' health care proposal?","Likely Voters",1000,3.1,"Live Phone","Nonpartisan","None"
45,48,NA,7,NA,"ipsos-reuters-14291","Ipsos/Reuters","2012-07-05","2012-07-09","","Adults",1154,3,"Live Phone","Nonpartisan","None"
47,43,NA,9,NA,"pew-14317","Pew","2012-06-28","2012-07-09","As of right now, do you generally favor or generally oppose the health care proposals being discussed in Congress?","Adults",2973,2.1,"Live Phone","Nonpartisan","None"
47,47,NA,NA,6,"abc-post-14281","ABC/Post","2012-07-05","2012-07-08","","Adults",1003,4,"Live Phone","Nonpartisan","None"
52,47,NA,2,NA,"cnn-14243","CNN","2012-06-28","2012-07-01","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1517,2.5,"Live Phone","Nonpartisan","None"
41,41,NA,18,NA,"kaiser-ff-14231","Kaiser FF","2012-06-28","2012-06-30","","Adults",1239,3,"Live Phone","Nonpartisan","None"
48,52,NA,NA,NA,"ipsos-reuters-14228","Ipsos/Reuters","2012-06-28","2012-06-30","","Registered Voters",991,3.6,"Internet","Nonpartisan","None"
39,49,NA,12,NA,"fox-14208","FOX","2012-06-24","2012-06-26","Based on what you know about the health care reform legislation beingconsidered right now, do you favor or oppose the plan?","Registered Voters",912,3,"Live Phone","Nonpartisan","None"
34,44,NA,22,NA,"yougov-economist-14199","YouGov/Economist","2012-06-23","2012-06-25","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.2,"Internet","Nonpartisan","None"
36,52,NA,NA,NA,"abc-post-14193","ABC/Post","2012-06-20","2012-06-24","","Adults",1022,3.5,"Live Phone","Nonpartisan","None"
35,41,NA,NA,NA,"nbc-wsj-14183","NBC/WSJ","2012-06-20","2012-06-24","From what you have heard about Barack Obama's health care plan, do you think his plan is a good idea or a bad idea? If you do not have an opinion either way, please just say so.","Adults",1000,3.1,"Live Phone","Nonpartisan","None"
44,56,NA,NA,NA,"ipsos-reuters-14170","Ipsos/Reuters","2012-06-19","2012-06-23","","Adults",1043,3.5,"Internet","Nonpartisan","None"
33,47,NA,7,13,"ap-gfk-14133","AP-GfK","2012-06-14","2012-06-18","","Registered Voters",871,4.2,"Live Phone","Nonpartisan","None"
45,44,NA,12,NA,"ipsos-reuters-14080","Ipsos/Reuters","2012-06-07","2012-06-11","","Adults",1099,2.9,"Live Phone","Nonpartisan","None"
40,49,NA,11,NA,"fox-14041","FOX","2012-06-03","2012-06-05","Based on what you know about the health care reform legislation beingconsidered right now, do you favor or oppose the plan?","Registered Voters",907,3,"Live Phone","Nonpartisan","None"
34,48,NA,18,NA,"cbs-times-14046","CBS/Times","2012-05-31","2012-06-03","","Adults",976,3,"Live Phone","Nonpartisan","None"
43,51,NA,6,NA,"cnn-14045","CNN","2012-05-29","2012-05-31","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1009,3,"Live Phone","Nonpartisan","None"
37,44,NA,19,NA,"kaiser-ff-13964","Kaiser FF","2012-05-08","2012-05-14","","Adults",1218,3,"Live Phone","Nonpartisan","None"
36,45,NA,2,17,"nbc-wsj-13569","NBC/WSJ","2012-04-13","2012-04-17","From what you have heard about Barack Obama's health care plan, do you think his plan is a good idea or a bad idea? If you do not have an opinion either way, please just say so.","Adults",800,3.5,"Live Phone","Nonpartisan","None"
40,47,NA,14,NA,"cbs-times-13553","CBS/Times","2012-04-13","2012-04-17","","Adults",957,3,"Live Phone","Nonpartisan","None"
40,53,NA,8,NA,"fox-13521","FOX","2012-04-09","2012-04-11","Based on what you know about the health care reform legislation beingconsidered right now, do you favor or oppose the plan?","Registered Voters",910,3,"Live Phone","Nonpartisan","None"
44,43,NA,15,NA,"kaiser-ff-13963","Kaiser FF","2012-04-04","2012-04-10","","Adults",1210,3,"Live Phone","Nonpartisan","None"
43,50,NA,7,NA,"cnn-13341","CNN","2012-03-24","2012-03-25","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1014,3,"Live Phone","Nonpartisan","None"
36,47,NA,17,NA,"cbs-times-13335","CBS/Times","2012-03-21","2012-03-25","","Adults",986,3,"Live Phone","Nonpartisan","None"
32,50,NA,18,NA,"reason-rupe-13340","Reason/Rupe","2012-03-10","2012-03-20","","Adults",1200,3,"Live Phone","Nonpartisan","None"
47,45,NA,8,NA,"pew-13211","Pew","2012-03-07","2012-03-11","As of right now, do you generally favor or generally oppose the health care proposals being discussed in Congress?","Adults",1503,3,"Live Phone","Nonpartisan","None"
41,52,NA,7,NA,"abc-post-13184","ABC/Post","2012-03-07","2012-03-10","","Adults",1003,4,"Live Phone","Nonpartisan","None"
41,40,NA,19,NA,"kaiser-ff-13298","Kaiser FF","2012-02-29","2012-03-05","","Adults",1208,3,"Live Phone","Nonpartisan","None"
35,47,NA,4,NA,"ap-gfk-12993","AP-GfK","2012-02-16","2012-02-20","","Adults",1000,4.1,"Live Phone","Nonpartisan","None"
42,43,NA,15,NA,"kaiser-ff-13299","Kaiser FF","2012-02-13","2012-02-19","","Adults",1519,3,"Live Phone","Nonpartisan","None"
37,44,NA,19,NA,"kaiser-ff-13300","Kaiser FF","2012-01-12","2012-01-17","","Adults",1206,3,"Live Phone","Nonpartisan","None"
41,43,NA,17,NA,"kaiser-ff-13301","Kaiser FF","2011-12-08","2011-12-13","","Adults",1212,3,"Live Phone","Nonpartisan","None"
34,41,NA,1,NA,"nbc-wsj-12276","NBC/WSJ","2011-12-07","2011-12-11","From what you have heard about Barack Obama's health care plan, do you think his plan is a good idea or a bad idea? If you do not have an opinion either way, please just say so.","Adults",1000,3.1,"Live Phone","Nonpartisan","None"
35,51,NA,14,NA,"cbs-12258","CBS","2011-12-05","2011-12-07","","Adults",856,3,"Live Phone","Nonpartisan","None"
38,56,NA,6,NA,"cnn-12167","CNN","2011-11-18","2011-11-20","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1019,3,"Live Phone","Nonpartisan","None"
37,44,NA,19,NA,"kaiser-ff-13302","Kaiser FF","2011-11-10","2011-11-15","","Adults",1209,3,"Live Phone","Nonpartisan","None"
41,48,NA,11,NA,"resurgent-republic-r-12088","Resurgent Republic (R)","2011-10-30","2011-11-02","","Registered Voters",1000,3.1,"Live Phone","Pollster","Rep"
34,51,NA,15,NA,"kaiser-ff-12043","Kaiser FF","2011-10-13","2011-10-18","","Adults",1223,3,"Live Phone","Nonpartisan","None"
39,44,NA,17,NA,"kaiser-ff-11776","Kaiser FF","2011-08-10","2011-08-15","","Adults",1207,3,"Live Phone","Nonpartisan","None"
42,43,NA,15,NA,"kaiser-ff-11644","Kaiser FF","2011-07-13","2011-07-18","","Adults",1207,3,"Live Phone","Nonpartisan","None"
36,46,NA,NA,18,"ap-gfk-11499","AP-GfK","2011-06-16","2011-06-20","","Adults",1001,4.2,"Live Phone","Nonpartisan","None"
39,56,NA,5,NA,"cnn-11448","CNN","2011-06-03","2011-06-07","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1015,NA,"Live Phone","Nonpartisan","None"
37,48,NA,15,NA,"cbs-11442","CBS","2011-06-03","2011-06-07","","Adults",1024,3,"Live Phone","Nonpartisan","None"
42,44,NA,14,NA,"kaiser-ff-11380","Kaiser FF","2011-05-12","2011-05-17","","Adults",1207,3,"Live Phone","Nonpartisan","None"
41,41,NA,18,NA,"kaiser-ff-11255","Kaiser FF","2011-04-07","2011-04-12","","Adults",1207,3,"Live Phone","Nonpartisan","None"
35,45,NA,NA,19,"ap-gfk-11131","AP-GfK","2011-03-24","2011-03-28","","Adults",1001,4.2,"Live Phone","Nonpartisan","None"
37,59,NA,5,NA,"cnn-11098","CNN","2011-03-11","2011-03-13","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1023,3,"Live Phone","Nonpartisan","None"
37,56,NA,NA,NA,"newsweek-daily-beast-10985","Newsweek/Daily Beast","2011-02-12","2011-02-15","","Likely Voters",918,3.5,"Live Phone","Pollster","Dem"
33,51,NA,16,NA,"cbs-10967","CBS","2011-02-11","2011-02-14","","Adults",1031,3,"Live Phone","Nonpartisan","None"
43,48,NA,8,NA,"kaiser-ff-10997","Kaiser FF","2011-02-08","2011-02-13","","Adults",1502,3,"Live Phone","Nonpartisan","None"
39,39,NA,1,21,"nbc-wsj-10853","NBC/WSJ","2011-01-13","2011-01-17","From what you have heard about Barack Obama's health care plan, do you think his plan is a good idea or a bad idea? If you do not have an opinion either way, please just say so.","Adults",1000,3.1,"Live Phone","Nonpartisan","None"
41,50,NA,9,NA,"kaiser-ff-10901","Kaiser FF","2011-01-04","2011-01-14","","Adults",1502,3,"Live Phone","Nonpartisan","None"
40,41,NA,NA,19,"ap-gfk-10843","AP-GfK","2011-01-05","2011-01-10","","Adults",1002,4.2,"Live Phone","Nonpartisan","None"
43,54,NA,3,NA,"cnn-10779","CNN","2010-12-17","2010-12-19","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1014,3,"Live Phone","Nonpartisan","None"
42,40,NA,18,NA,"kaiser-ff-10588","Kaiser FF","2010-11-03","2010-11-06","","Adults",1502,3,"Live Phone","Nonpartisan","None"
43,49,NA,8,NA,"democracy-corps-d-resurgent-republic-r-10586","Democracy Corps (D)/Resurgent Republic (R)","2010-11-02","2010-11-03","As you may have heard, President Obama is preparing a plan to change the health care system. From what you have heard about  his plan, do you favor or oppose Obama's health care proposal?","Likely Voters",500,3.5,"Live Phone","Nonpartisan","None"
44,53,NA,3,NA,"gwu-politico-lake-tarrance-10174","GWU/Politico (Lake/Tarrance)","2010-10-17","2010-10-20","","Likely Voters",1000,3.1,"Live Phone","Nonpartisan","None"
42,44,NA,15,NA,"kaiser-ff-9985","Kaiser FF","2010-10-05","2010-10-10","","Adults",1073,4,"Live Phone","Nonpartisan","None"
47,48,NA,5,NA,"abc-post-9636","ABC/Post","2010-09-30","2010-10-03","","Adults",1002,3.5,"Live Phone","Nonpartisan","None"
42,54,NA,4,NA,"gwu-politico-lake-tarrance-9351","GWU/Politico (Lake/Tarrance)","2010-09-19","2010-09-22","","Likely Voters",1000,3.1,"Live Phone","Nonpartisan","None"
44,50,NA,7,NA,"ppp-d-9100","PPP (D)","2010-09-10","2010-09-13","Do you support or oppose President Obama’s health care plan, or do you not have an opinion? If you support it, press 1. If you oppose it, press 2. If you don’t have an opinion, press 3.","Registered Voters",590,4,"Automated Phone","Pollster","Dem"
38,45,NA,17,NA,"pew-9099","Pew","2010-09-09","2010-09-12","As of right now, do you generally favor or generally oppose the health care proposals being discussed in Congress?","Adults",3003,2.5,"Live Phone","Nonpartisan","None"
30,40,NA,NA,30,"ap-rwjf-knowledge-networks-9231","AP/RWJF/Knowledge Networks","2010-08-31","2010-09-07","","Adults",1251,3.9,"Internet","Nonpartisan","None"
39,56,NA,NA,5,"usa-today-gallup-9108","USA Today/Gallup","2010-08-27","2010-08-30","Thanking about health care legislation now being considered by Congress, would you advise your member of Congress to vote for or against a healthcare bill this year, or do you not have an opinion?","Adults",1021,4,"Live Phone","Nonpartisan","None"
43,45,NA,12,NA,"kaiser-ff-8918","Kaiser FF","2010-08-16","2010-08-22","","Adults",1207,4,"Live Phone","Nonpartisan","None"
40,56,NA,4,NA,"cnn-8687","CNN","2010-08-06","2010-08-10","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1009,3,"Live Phone","Nonpartisan","None"
46,48,NA,7,NA,"ppp-d-8674","PPP (D)","2010-08-06","2010-08-09","Do you support or oppose President Obama’s health care plan, or do you not have an opinion? If you support it, press 1. If you oppose it, press 2. If you don’t have an opinion, press 3.","Registered Voters",606,4,"Automated Phone","Pollster","Dem"
50,35,NA,14,NA,"kaiser-ff-8516","Kaiser FF","2010-07-08","2010-07-13","","Adults",1207,4,"Live Phone","Nonpartisan","None"
40,53,NA,NA,7,"ppp-d-8311","PPP (D)","2010-07-09","2010-07-12","Do you support or oppose President Obama’s health care plan, or do you not have an opinion? If you support it, press 1. If you oppose it, press 2. If you don’t have an opinion, press 3.","Registered Voters",667,3.8,"Automated Phone","Pollster","Dem"
36,49,NA,15,NA,"cbs-news-8306","CBS News","2010-07-09","2010-07-12","","Adults",966,3,"Live Phone","Nonpartisan","None"
35,47,NA,17,NA,"pew-national-journal-8293","Pew/National Journal","2010-07-08","2010-07-11","As of right now, do you generally favor or generally oppose the health care proposals being discussed in Congress?","Adults",1001,4,"Live Phone","Nonpartisan","None"
48,41,NA,10,NA,"kaiser-ff-8231","Kaiser FF","2010-06-17","2010-06-22","","Adults",1207,4,"Live Phone","Nonpartisan","None"
40,44,NA,NA,16,"nbc-wsj-8181","NBC/WSJ","2010-06-17","2010-06-21","From what you have heard about Barack Obama's health care plan, do you think his plan is a good idea or a bad idea? If you do not have an opinion either way, please just say so.","Adults",1000,3.1,"Live Phone","Nonpartisan","None"
45,42,NA,1,13,"ap-gfk-8108","AP-GfK","2010-06-09","2010-06-14","","Adults",1044,4.3,"Live Phone","Nonpartisan","None"
49,46,NA,NA,5,"usa-today-gallup-8173","USA Today/Gallup","2010-06-11","2010-06-13","Thanking about health care legislation now being considered by Congress, would you advise your member of Congress to vote for or against a healthcare bill this year, or do you not have an opinion?","Adults",1014,4,"Live Phone","Nonpartisan","None"
43,49,NA,NA,8,"ppp-d-8054","PPP (D)","2010-06-04","2010-06-07","Do you support or oppose President Obama’s health care plan, or do you not have an opinion? If you support it, press 1. If you oppose it, press 2. If you don’t have an opinion, press 3.","Registered Voters",650,3.8,"Automated Phone","Pollster","Dem"
43,47,NA,10,NA,"cbs-news-7961","CBS News","2010-05-20","2010-05-24","","Adults",1054,3,"Live Phone","Nonpartisan","None"
40,51,NA,NA,8,"quinnipiac-7962","Quinnipiac","2010-05-19","2010-05-24","Do you support or oppose President Obama's health care reform plan?","Registered Voters",1914,2.2,"Live Phone","Nonpartisan","None"
43,56,NA,1,NA,"cnn-8008","CNN","2010-05-21","2010-05-23","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1023,3,"Live Phone","Nonpartisan","None"
41,44,NA,14,NA,"kaiser-ff-7930","Kaiser FF","2010-05-11","2010-05-16","","Adults",1208,3,"Live Phone","Nonpartisan","None"
38,44,NA,1,17,"nbc-wsj-7858","NBC/WSJ","2010-05-06","2010-05-10","From what you have heard about Barack Obama's health care plan, do you think his plan is a good idea or a bad idea? If you do not have an opinion either way, please just say so.","Adults",1000,3.1,"Live Phone","Nonpartisan","None"
43,49,NA,NA,7,"ppp-d-7826","PPP (D)","2010-05-07","2010-05-09","Do you support or oppose President Obama’s health care plan, or do you not have an opinion? If you support it, press 1. If you oppose it, press 2. If you don’t have an opinion, press 3.","Registered Voters",707,3.7,"Automated Phone","Pollster","Dem"
44,49,NA,7,NA,"resurgent-republic-r-7783","Resurgent Republic (R)","2010-04-25","2010-04-27","","Registered Voters",1000,3.1,"Live Phone","Pollster","Rep"
42,49,NA,9,NA,"democracy-corps-d-7705","Democracy Corps (D)","2010-04-17","2010-04-20","As you may have heard, President Obama is preparing a plan to change the health care system. From what you have heard about  his plan, do you favor or oppose Obama's health care proposal?","Likely Voters",1016,3.5,"Live Phone","Sponsor","Dem"
39,53,NA,NA,8,"quinnipiac-7649","Quinnipiac","2010-04-14","2010-04-19","Do you support or oppose President Obama's health care reform plan?","Registered Voters",1930,2.2,"Live Phone","Nonpartisan","None"
46,40,NA,14,NA,"kaiser-ff-7666","Kaiser FF","2010-04-09","2010-04-14","","Adults",1208,3,"Live Phone","Nonpartisan","None"
51,49,NA,NA,NA,"yougov-economist-7614","YouGov/Economist","2010-04-10","2010-04-13","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
39,50,NA,1,10,"ap-gfk-7599","AP-GfK","2010-04-07","2010-04-12","","Adults",1001,3.2,"Live Phone","Nonpartisan","None"
45,50,NA,NA,5,"ppp-d-7595","PPP (D)","2010-04-09","2010-04-11","Do you support or oppose President Obama’s health care plan, or do you not have an opinion? If you support it, press 1. If you oppose it, press 2. If you don’t have an opinion, press 3.","Registered Voters",622,3.9,"Automated Phone","Pollster","Dem"
45,49,NA,NA,6,"gallup-7615","Gallup","2010-04-08","2010-04-11","Thanking about health care legislation now being considered by Congress, would you advise your member of Congress to vote for or against a healthcare bill this year, or do you not have an opinion?","Adults",1005,4,"Live Phone","Nonpartisan","None"
44,52,NA,4,NA,"gwu-lake-tarrance-7592","GWU (Lake/Tarrance)","2010-04-05","2010-04-08","","Likely Voters",1000,3.1,"Live Phone","Nonpartisan","None"
39,54,NA,7,NA,"fox-7544","FOX","2010-04-06","2010-04-07","Based on what you know about the health care reform legislation beingconsidered right now, do you favor or oppose the plan?","Registered Voters",900,3,"Live Phone","Nonpartisan","None"
49,51,NA,NA,NA,"yougov-economist-7536","YouGov/Economist","2010-04-03","2010-04-06","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
40,44,NA,16,NA,"pew-7631","Pew","2010-04-01","2010-04-05","As of right now, do you generally favor or generally oppose the health care proposals being discussed in Congress?","Adults",2505,2.5,"Live Phone","Nonpartisan","None"
32,53,NA,15,NA,"cbs-news-7498","CBS News","2010-03-29","2010-04-01","","Adults",858,3,"Live Phone","Nonpartisan","None"
47,50,NA,NA,3,"usa-today-gallup-7463","USA Today/Gallup","2010-03-26","2010-03-28","Thanking about health care legislation now being considered by Congress, would you advise your member of Congress to vote for or against a healthcare bill this year, or do you not have an opinion?","Adults",1005,4,"Live Phone","Nonpartisan","None"
46,50,NA,NA,4,"washington-post-7454","Washington Post","2010-03-23","2010-03-26","","Adults",1000,3,"Live Phone","Nonpartisan","None"
40,49,NA,NA,11,"quinnipiac-7440","Quinnipiac","2010-03-22","2010-03-23","Do you support or oppose President Obama's health care reform plan?","Registered Voters",1552,2.5,"Live Phone","Nonpartisan","None"
42,46,NA,12,NA,"cbs-news-7434","CBS News","2010-03-22","2010-03-23","","Adults",649,4,"Live Phone","Nonpartisan","None"
49,40,NA,NA,11,"usa-today-gallup-7420","USA Today/Gallup","2010-03-22","2010-03-22","Thanking about health care legislation now being considered by Congress, would you advise your member of Congress to vote for or against a healthcare bill this year, or do you not have an opinion?","Adults",1005,4,"Live Phone","Nonpartisan","None"
50,50,NA,NA,NA,"yougov-economist-7453","YouGov/Economist","2010-03-20","2010-03-22","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
38,50,NA,12,NA,"bloomberg-7421","Bloomberg","2010-03-19","2010-03-22","Turning now to health care, in general, do you favor or oppose President Obama’s plan for health care reform?  (Follow with:) Do you (FAVOR/OPPOSE) strongly or just (FAVOR/OPPOSE)?","Adults",1002,3.1,"Live Phone","Nonpartisan","None"
39,59,NA,2,NA,"cnn-7407","CNN","2010-03-19","2010-03-21","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1030,3,"Live Phone","Nonpartisan","None"
37,48,NA,15,NA,"cbs-news-7406","CBS News","2010-03-18","2010-03-21","","Adults",1059,3,"Live Phone","Nonpartisan","None"
36,54,NA,NA,9,"quinnipiac-7439","Quinnipiac","2010-03-16","2010-03-21","Do you support or oppose President Obama's health care reform plan?","Registered Voters",1907,2.2,"Live Phone","Nonpartisan","None"
40,47,NA,13,NA,"pew-7630","Pew","2010-03-11","2010-03-21","As of right now, do you generally favor or generally oppose the health care proposals being discussed in Congress?","Adults",2505,2.5,"Live Phone","Nonpartisan","None"
41,54,NA,5,NA,"rasmussen-7397","Rasmussen","2010-03-19","2010-03-20","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
